nome_cliente;date;alunos_ativos;total_em_recibo_venda;total_em_recebiveis;total_valor_cartao_credito_maquina;total_valor_cartao_credito_recorrencia;total_conta_pagar
Studio Budokan;2021/10;0;0;0;0;0;0
Pa-Kua Santa Maria;2021/10;0;0;0;0;0;0
Trinus CrossFit;2021/10;0;0;176;176;0;15980
DRYFIT ACADEMIA;2021/10;0;0;5101;5101;0;1831
Estúdio Ana Carolina;2021/10;0;0;0;0;0;0
Swag Complex;2021/10;0;0;0;0;0;0
Personal 4U Studio;2021/10;0;0;0;;;14429
Studio Movicorpus;2021/10;0;0;126;0;126;2342
BOX POSEIDON;2021/10;0;0;0;0;0;0
Unidade 1 - Studio de Personal;2021/10;0;0;141;141;0;0
Academia Horizon;2021/10;0;0;24736;24577;0;0
Cross Lion’s fire;2021/10;0;0;0;0;0;0
CROSSFIT Maringa 3 | Imperial;2021/10;0;0;0;0;0;727
25 PHD SPORTS - PIRAQUARA 4782;2021/10;0;0;0;0;0;16167
CrossFit UN5522;2021/10;0;0;0;0;0;5064
Serrinha Cross;2021/10;0;0;146;146;0;0
Studio Fun Training Leblon;2021/10;0;0;0;0;0;0
Crossfit SFT;2021/10;0;0;0;0;0;0
Garça Academia;2021/10;0;0;0;0;0;0
Crossfit Moutonnée;2021/10;0;0;0;0;0;5907
STUDIO CROSS 6;2021/10;0;0;0;0;0;0
RONALDO GERMANO - TREINO FUNCIONAL E PERFORMANCE;2021/10;0;0;0;0;0;0
Box Base 9;2021/10;0;0;0;0;0;0
Cross Iron Box;2021/10;0;0;0;0;0;0
Secret Pole Studio;2021/10;0;0;0;0;0;0
Academia m10;2021/10;0;0;866;866;0;0
4849;2021/10;0;0;0;;;
Performance Studio de Personal Trainer;2021/10;0;0;0;0;0;149
OSP Pocket;2021/10;0;0;0;0;0;0
Diego Damas Personal;2021/10;0;0;0;0;0;0
Baby Gym Unidade Tijuca;2021/10;0;0;0;0;0;3102
Espaço movimento Academia fitness;2021/10;0;0;14229;4187;895;148
RED STORM CROSSFIT;2021/10;0;0;438;438;0;14527
ACADEMIA MACIEL;2021/10;0;0;0;0;0;0
Studio Showa Pilates Funcional;2021/10;0;0;1045;748;0;0
Seven Cares Treinamento Personalizado LTDA;2021/10;0;0;13464;12268;0;0
35+ Coaching de Bem Estar;2021/10;0;0;0;0;0;0
Alcateia Fight Team;2021/10;0;0;0;0;0;0
CrossFit Tatuapé;2021/10;0;0;0;0;0;0
Raquel Fior Treinamento Personalizado;2021/10;0;0;0;0;0;0
DBox Academia;2021/10;0;0;753;753;0;0
Box Skull;2021/10;0;0;13;0;0;0
Academia Versatil - Colombo;2021/10;0;0;478;478;0;0
Metamorfose;2021/10;0;0;0;0;0;1006
CROSS NUTRITION BOX;2021/10;0;0;0;0;0;0
Moovbox Sports Center;2021/10;0;0;674;361;312;6414
Academia America Fitness;2021/10;0;0;190;190;0;0
MT Cross Training;2021/10;0;0;0;0;0;0
Studio Power;2021/10;0;0;81;81;0;0
CrossFit Ouro Branco;2021/10;0;0;0;0;0;0
GET UP - Treinamento Físico Funcional;2021/10;0;0;0;0;0;0
Centaurus Crossfit;2021/10;0;0;0;0;0;21634
CT MOWIUS;2021/10;0;0;0;0;0;0
CT Matias Fight;2021/10;0;0;0;0;0;1896
Crossfit Implacável Vila da Penha;2021/10;0;0;0;0;0;0
CrossFit On - Araruama;2021/10;0;0;0;0;0;6535
CF Ultimate Pirates;2021/10;0;0;298;298;0;0
5065;2021/10;0;0;0;;;
R21 Treinamento Funcional;2021/10;0;0;0;0;0;1827
Escola de FuteVolei de Macaé;2021/10;0;0;0;0;0;0
Gibi Academia;2021/10;0;0;0;0;0;38
CT Rancho Fitness;2021/10;0;0;0;0;0;0
ACADEMIA BIOFITT;2021/10;0;0;9241;8959;0;0
Box021;2021/10;0;0;2823;275;0;0
Studio818;2021/10;0;0;0;0;0;0
Cross Life Guarulhos;2021/10;0;0;0;0;0;0
FFCT;2021/10;0;0;117;117;0;4738
CrossFit Volans;2021/10;0;0;0;0;0;0
Studio Barbara Cruvinel;2021/10;0;0;0;0;0;0
ESTUPIN;2021/10;0;0;0;0;0;2964
Cross Nutrition Box São Pedro;2021/10;0;0;0;0;0;0
Original Team Co.;2021/10;0;0;0;0;0;2500
Aqua Fit;2021/10;0;0;0;0;0;0
P011 LAPA;2021/10;0;0;0;0;0;52839
Black Falcon;2021/10;0;0;1652;1652;0;5226
CrossFit Rutilo;2021/10;0;0;0;0;0;8340
Delta Cross Funcional;2021/10;0;0;133;0;133;0
Academia de Dança Alfa e Ômega;2021/10;0;0;0;0;0;0
PARCÃO ACADEMIA;2021/10;0;0;3372;2953;0;0
West Box;2021/10;0;0;0;0;0;0
STUDIO KELLI MULLER POLE DANCE;2021/10;0;0;887;887;0;0
Instituto da Dança;2021/10;0;0;0;0;0;0
Movimento Base Studio;2021/10;0;0;0;0;0;0
Body Health;2021/10;0;0;0;0;0;46170
IRON BRUTUS CONSULTORIA ESPORTIVA;2021/10;0;0;0;0;0;0
Zaico;2021/10;0;0;0;0;0;0
Workout Factory Box01 - Capitais;2021/10;0;0;0;0;0;0
Linear Fitness;2021/10;0;0;0;0;0;0
Espaco Vip Studio Personal;2021/10;0;0;833;833;0;0
Sairu Fitness;2021/10;0;0;0;0;0;0
Atrium;2021/10;0;0;0;0;0;0
Paula Garcia Personal;2021/10;0;0;0;0;0;0
Studioq Pilates e Training;2021/10;0;0;0;0;0;0
CrossFriends;2021/10;0;0;0;0;0;5142
PATRIOTAS PERFORMANCE TRAINING;2021/10;0;0;87;87;0;0
Box Zero12;2021/10;0;0;691;691;0;0
Espaço Ganesh Yoga e Meditação;2021/10;0;0;1550;750;0;0
ACADEMIA MEDLEY;2021/10;0;0;62;62;0;0
CROSS POWER;2021/10;0;0;0;0;0;0
CROSS MILES;2021/10;0;0;4630;0;0;0
FITRE;2021/10;0;0;0;0;0;15281
Cross Max;2021/10;0;0;0;0;0;0
CF TRAINER;2021/10;0;0;0;0;0;0
CrossFit High Pulse - Ponta Grossa;2021/10;0;0;0;0;0;0
MARIFIT TREINAMENTO PERSONALIZADO;2021/10;0;0;0;0;0;0
STRONGHOUSE - Força e condicionamento;2021/10;0;0;591;591;0;0
FitsFort;2021/10;0;0;0;0;0;0
CrossFit Londrina;2021/10;0;0;0;0;0;0
ARGO PERSONAL GYM;2021/10;0;0;0;0;0;14370
CrossFit Vento Norte;2021/10;0;0;0;0;0;0
Bootcamp City;2021/10;0;0;0;0;0;0
Vibe Fit;2021/10;0;0;348;348;0;20545
Academia Xandu;2021/10;0;0;0;0;0;0
KVRAGYM;2021/10;0;0;359;200;0;0
High Pulse - Cascavel;2021/10;0;0;142;142;0;13794
THE BASEMENT;2021/10;0;0;0;0;0;0
Army Crossfit CLF;2021/10;0;0;19570;18931;0;0
BLACK BROTHERS MMA SCHOOL;2021/10;0;0;0;0;0;0
Maddock CrossFit;2021/10;0;0;1628;1628;0;500
Academia New Form;2021/10;0;0;0;0;0;0
CrossFit Teina;2021/10;0;0;8006;5472;0;0
Formula Fit;2021/10;0;0;0;0;0;0
Academia SuperAção - Santa Felicidade;2021/10;0;0;0;0;0;0
Move Gym Curuçá;2021/10;0;0;288;174;114;0
Escola de Dança DDance;2021/10;0;0;0;0;0;0
CrossFit 889;2021/10;0;0;1006;1006;0;9313
KAFÉ CROSS TRAINING;2021/10;0;0;0;0;0;0
Academia Saúde & Fitness;2021/10;0;0;0;0;0;0
HB Sports;2021/10;0;0;1458;1458;0;4055
CPBR;2021/10;0;0;0;0;0;0
CrossFit Rudge Ramos;2021/10;0;0;3165;3005;0;20577
ARENA GP;2021/10;0;0;0;0;0;0
ARENA CROSS - Cross Trainning;2021/10;0;0;0;0;0;0
FER FITNESS CENTER;2021/10;0;0;0;0;0;5000
TcPILATES PERDIZES;2021/10;0;0;4447;4039;0;21047
Crossfit KM;2021/10;0;0;0;0;0;0
CROSS BY SCARELLI;2021/10;0;0;0;0;0;0
Ayran Pilates;2021/10;0;0;0;0;0;0
Box Beltrão;2021/10;0;0;0;0;0;0
Lusty Pole Dance;2021/10;0;0;0;0;0;0
One - Exercise and Health;2021/10;0;0;1003;1003;0;1266
Mutuca Crossfit Copacabana;2021/10;0;0;288;288;0;15660
Crossfit Implacável Leblon;2021/10;0;0;0;0;0;12447
Gênesis Sports;2021/10;0;0;0;0;0;949
REBEL CIRCUS;2021/10;0;0;0;0;0;0
SevenFit Treinamento Físico Funcional;2021/10;0;0;0;0;0;0
CF DARK RHINOS - UNIDADE BURITI;2021/10;0;0;0;0;0;0
CrossFit CTFJC;2021/10;0;0;0;0;0;0
Expertfit;2021/10;0;0;832;702;129;5312
Box Empreendedores Fit;2021/10;0;0;0;0;0;17098
Keep Fit Studio;2021/10;0;0;0;0;0;0
CrossFit Tornado;2021/10;0;0;0;0;0;0
3050 Moema;2021/10;0;0;0;0;0;0
Cross Anamá;2021/10;0;0;0;0;0;5800
Apple Coach;2021/10;0;0;0;0;0;0
Cross João Pinheiro;2021/10;0;0;0;0;0;0
CrossFit Ilha Irajá;2021/10;0;0;4077;2306;978;0
AFIT TREINAMENTO FUNCIONAL E MUSCULACAO;2021/10;0;0;0;0;0;0
VipCoach - Personal Trainer & Consultoria em Treinamento Des;2021/10;0;0;0;0;0;0
CrossFit Linhares;2021/10;0;0;0;0;0;1999
Mutação Crossfit Divinópolis;2021/10;0;0;1416;977;0;28274
HUGO MUNHOZ PERSONAL TRAINER;2021/10;0;0;0;0;0;0
Olympus crossfit JP;2021/10;0;0;0;0;0;41046
BULLET BOX;2021/10;0;0;0;0;0;0
BOX LIFE POA;2021/10;0;0;0;0;0;0
LIFEX;2021/10;0;0;1345;1345;0;0
Usina Gym;2021/10;0;0;203;203;0;0
Studio Moovie Dance;2021/10;0;0;0;0;0;0
You Fitness JB;2021/10;0;0;3156;3156;0;0
Academia G2;2021/10;0;0;0;0;0;0
FIT BROS BOX;2021/10;0;0;0;;;0
ACADEMIA LEVEL ONE;2021/10;0;0;2025;1785;0;0
CrossFit Cianorte;2021/10;0;0;0;0;0;0
Academia Mundo Fitness;2021/10;0;0;266;266;0;0
RTF Aqua;2021/10;0;0;0;0;0;0
O SEU TREINO;2021/10;0;0;0;0;0;0
Crossfit Tribull;2021/10;0;0;1480;1480;0;0
Nine Treinamento Fisico Funcional LTDA - ME;2021/10;0;0;0;;;28560
MOVE IN BOX;2021/10;0;0;0;0;0;0
CROSSFIT J4;2021/10;0;0;0;0;0;0
Studio V;2021/10;0;0;0;0;0;4161
Crossfit Tório;2021/10;0;0;167;167;0;0
Crossfit Panamby;2021/10;0;0;0;0;0;0
crossfit canto do forte;2021/10;0;0;0;0;0;459
React Fitness Center;2021/10;0;0;0;0;0;9998
TcPILATES CURSOS;2021/10;0;0;1281;839;0;216
TcPILATES SANTANA;2021/10;0;0;4272;2315;0;17868
PLENA Academia;2021/10;0;0;11155;9051;0;39650
Academia Perfetto;2021/10;0;0;543;543;0;0
ELEITOS ESPORTE E SAÚDE;2021/10;0;0;429;429;0;0
Academia 41Fit;2021/10;0;0;0;0;0;0
C.T Eugênio Fontes Personal;2021/10;0;0;0;0;0;0
Rossete personal trainer;2021/10;0;0;0;0;0;0
CT Carioca;2021/10;0;0;0;0;0;0
Unidade Bom Retiro - RTesser Life Studio;2021/10;0;0;0;0;0;0
Cross Nutrition Box Vilarejo;2021/10;0;0;0;0;0;0
Crossfit Cascavel;2021/10;0;0;0;;;0
RF Ttreinamento Funcional;2021/10;0;0;0;0;0;0
Suellen Oliveira Personal;2021/10;0;0;0;0;0;0
Baby Gym - Unidade Copacabana;2021/10;0;0;0;0;0;9796
Walter Neto Personal Trainer;2021/10;0;0;0;0;0;0
Be Up PILATES STUDIOS;2021/10;0;0;0;0;0;3622
Gracie Barra Águas Claras;2021/10;0;0;4860;4646;0;0
Athus Crossfit;2021/10;0;0;713;713;0;0
CrossFit Audaz;2021/10;0;0;0;0;0;0
Crossfit Metamorfose;2021/10;0;0;0;0;0;0
Carlesso Treinamento Funcional;2021/10;0;0;0;0;0;2421
Studio Daian Assad - Treinamento Funcional;2021/10;0;0;0;0;0;3345
Crossfit Arapongas;2021/10;0;0;1285;687;0;0
CROSSFIT VOLK;2021/10;0;0;3233;2085;0;0
OpenPilates;2021/10;0;0;0;0;0;0
Gracie Barra Asa Norte;2021/10;0;0;4663;4233;0;0
CrossFit Experience;2021/10;0;0;0;0;0;0
Baby Gym Uberaba;2021/10;0;0;0;0;0;0
Will Cross Training;2021/10;0;0;978;978;0;0
Box Cross Mutuca;2021/10;0;0;0;0;0;0
DEBORA LOURENçO BARBOSA;2021/10;0;0;0;0;0;0
ACADEMIA FABRICA DO CORPO - HAUER;2021/10;0;0;1530;665;0;0
ACADEMIA ML FITNESS;2021/10;0;0;266;266;0;18107
CF Apollo;2021/10;0;0;0;0;0;0
AtivaFit;2021/10;0;0;0;;;
CrossFit Torres;2021/10;0;0;1165;0;0;0
Fiber Fit;2021/10;0;0;0;0;0;20726
Studio Brave;2021/10;0;0;0;0;0;0
CrossBruttus;2021/10;0;0;0;0;0;0
Evolua Urussanga;2021/10;0;0;0;0;0;2605
Cross Nutrition Box Imperatriz;2021/10;0;0;0;0;0;0
Lion Strong Cross Box;2021/10;0;0;0;0;0;0
Result Studio;2021/10;0;0;0;0;0;0
CrossFit Lendários - Icaraí;2021/10;0;0;3434;2984;0;0
CrossFit Lendários - Camboinhas;2021/10;0;0;1781;406;0;0
Lifit Training SJ;2021/10;0;0;0;0;0;3994
Cross Life - Arujá;2021/10;0;0;0;0;0;1250
STRONG FIT;2021/10;0;0;0;0;0;0
Bearskin Crossfit;2021/10;0;0;699;699;0;0
Baby Gym Novo Hamburgo;2021/10;0;0;0;0;0;0
BABY GYM UNIDADE NITEROI;2021/10;0;0;1250;;;0
Jayme Esportes Academia;2021/10;0;0;0;0;0;1982
CrossFit Pampulha;2021/10;0;0;14730;14000;0;0
Studio Fitness Power;2021/10;0;0;0;0;0;0
CROSS POWER MÃE DO RIO;2021/10;0;0;0;0;0;0
Wesley Braga Personal;2021/10;0;0;0;0;0;0
CBCrossfit;2021/10;0;0;0;0;0;55
Corpus Fit Pilates;2021/10;0;0;0;0;0;8913
um28;2021/10;0;0;0;0;0;2247
Jungle Cross;2021/10;0;0;0;;;0
Santo Crossfit;2021/10;0;0;0;0;0;0
P M PEREIRA JUNIOR;2021/10;0;0;0;0;0;0
Agitação Esportes Consultoria Esportiva;2021/10;0;0;0;0;0;0
Spartan Cross Training;2021/10;0;0;0;0;0;0
Crosstraining Templários;2021/10;0;0;0;0;0;0
ACADEMIA MIDGARD;2021/10;0;0;0;0;0;0
Tubarão Ibiporã;2021/10;0;0;246;246;0;4459
Cirqus Acroesportes;2021/10;0;0;3828;3828;0;0
Baby Gym Chácara Santo Antônio;2021/10;0;0;0;0;0;0
Studio Personal Trainer Eder Monteiro;2021/10;0;0;0;0;0;0
Espaço BM;2021/10;0;0;0;0;0;0
Dyogo Souza Tavares;2021/10;0;0;445;445;0;0
Lyon's Crossfit;2021/10;0;0;0;0;0;10451
Ritmus academia;2021/10;0;0;1318;899;419;0
Studio Amais;2021/10;0;0;0;0;0;0
CAVAS Crossfit;2021/10;0;0;220;220;0;0
Pro Monkey Cross Training;2021/10;0;0;0;0;0;0
MILHAS ASSESSORIA ESPORTIVA COHATRAC;2021/10;0;0;0;0;0;0
Muralha CrossFit;2021/10;0;0;3689;304;0;0
Essencial Fit;2021/10;0;0;0;0;0;155
Hora do recreio - Matriz;2021/10;0;0;0;0;0;0
Alcateia Cross;2021/10;0;0;158;0;158;2281
FisioStudio Pilates;2021/10;0;0;4213;0;0;0
CROSSFIT PALE;2021/10;0;0;0;0;0;0
Freire Funcional - Piratininga;2021/10;0;0;0;0;0;3663
Action Cross;2021/10;0;0;119;119;0;0
Vitalize Pilates Un. Colombo;2021/10;0;0;701;701;0;4
CrossAlpha Academia LTDA;2021/10;0;0;0;0;0;0
Equilibrio Funcional;2021/10;0;0;850;850;0;0
Night Hunter Crossfit;2021/10;0;0;0;0;0;0
Barreto Personal Trainer;2021/10;0;0;0;0;0;0
Newin;2021/10;0;0;0;0;0;28239
Tokka Crossfit;2021/10;0;0;1418;1418;0;0
Viva Pole Studio;2021/10;0;0;0;0;0;4754
Crossfit ARW;2021/10;0;0;0;0;0;15507
Pantai Training;2021/10;0;0;231;231;0;0
Ginge Crossfit;2021/10;0;0;0;0;0;0
GO FOR FIT TREINAMENTO INTEGRADO;2021/10;0;0;0;0;0;4098
Hangar CF 360;2021/10;0;0;0;0;0;785
Pilateria Fisioterapia e Bem Estar;2021/10;0;0;795;795;0;5337
F4 NATAÇÃO & FITNESS;2021/10;0;0;13953;12079;0;0
Academia flex - Boa vista;2021/10;0;0;3012;3012;0;0
Grow Happy;2021/10;0;0;0;0;0;14391
Hora do Recreio unidade Aracaju;2021/10;0;0;0;0;0;0
Hora do Recreio Unidade Imperatriz;2021/10;0;0;0;0;0;4327
Box Marechal Centro;2021/10;0;0;0;0;0;0
CrossFit Cordel;2021/10;0;0;1633;1313;320;9216
Camaquã Crossfit;2021/10;0;0;0;0;0;0
SPARTACOS TREINAMENTO FUNCIONAL;2021/10;0;0;0;0;0;844
Mobility - Mobilidade Funcional;2021/10;0;0;0;0;0;0
Mutuca Crossfit Recreio;2021/10;0;0;243;243;0;10337
Lb Studio Personal;2021/10;0;0;0;0;0;0
Pâmella Fragoso Personal;2021/10;0;0;0;0;0;0
Befit Treinamento Personalizado;2021/10;0;0;220;220;0;0
Cross Box Karol;2021/10;0;0;0;0;0;0
Dill Diniz Personal Training System;2021/10;0;0;0;0;0;122
FW ACADEMIA;2021/10;0;0;0;0;0;12966
CF Vitra;2021/10;0;0;0;0;0;3964
Studio Vital Health;2021/10;0;0;0;0;0;0
Life Energy;2021/10;0;0;312;312;0;0
Academia Vital;2021/10;0;0;396;396;0;0
Academia Maxx Fit;2021/10;0;0;0;;;0
RAIDER ACADEMIA DE GINASTICA;2021/10;0;0;0;0;0;0
Shao-Lins Academia;2021/10;0;0;509;509;0;0
M GYM Academia;2021/10;0;0;0;0;0;0
Diego Torres Studio Personal;2021/10;0;0;5722;5722;0;23875
ACC PILATES;2021/10;0;0;249;249;0;3168
Studio Paula Maschetti;2021/10;0;0;0;0;0;0
BOX WOD 23;2021/10;0;0;0;0;0;0
Foco Fitness;2021/10;0;0;0;0;0;0
Academia new corp;2021/10;0;0;0;0;0;0
STUDIO CORPO;2021/10;0;0;0;0;0;449
Crossfit Vedan;2021/10;0;0;3185;2392;0;9216
Espaço Yogapada;2021/10;0;0;0;0;0;0
Studio One;2021/10;0;0;0;0;0;0
templarios;2021/10;0;0;0;0;0;0
Academia Juvevê Personal Emagrecimento P;2021/10;0;0;0;0;0;0
ALPHA BOX;2021/10;0;0;0;0;0;0
Sama Estudio de Yoga;2021/10;0;0;0;0;0;0
SPARTA Centro de Treinamento;2021/10;0;0;0;0;0;0
REK CROSSFIT;2021/10;0;0;145;145;0;0
KÖRPER ACADEMIA FEMININA;2021/10;0;0;0;0;0;0
Leve Concept;2021/10;0;0;0;;;19466
Mahi Cross Training;2021/10;0;0;0;0;0;0
Ana Ruy Fitness;2021/10;0;0;0;0;0;0
Freya Aero Dance;2021/10;0;0;1728;1728;0;0
Box 10 Capacities;2021/10;0;0;0;0;0;0
Bullbox Pendotiba;2021/10;0;0;0;0;0;0
ACADEMIA GERAÇÃO ATIVA LTDA;2021/10;0;0;0;0;0;4159
CFP9 Barrinha;2021/10;0;0;0;0;0;59567
Dojo Cross Training;2021/10;0;0;2261;2006;0;0
Academia Perfil Sports;2021/10;0;0;1502;794;0;0
MoVer-Se Escola de Movimento;2021/10;0;0;0;0;0;0
Fênix Fit;2021/10;0;0;0;0;0;0
Shala Yoga Curitiba;2021/10;0;0;0;0;0;3774
THUNDER;2021/10;0;0;0;0;0;0
ARENA RANGER MMT;2021/10;0;0;369;179;0;0
ESTALEIRO CROSSFIT;2021/10;0;0;0;0;0;0
Academia Body fitness - colombo;2021/10;0;0;0;0;0;0
4Fit Personal Trainer;2021/10;0;0;537;0;0;0
Academia Hard Fit;2021/10;0;0;0;0;0;0
CrossFit Taura - Unidade Silva Só;2021/10;0;0;0;0;0;471
UPLAY FITNESS - GARTEN;2021/10;0;0;13531;12496;1034;0
Studio Personal Marcelo do Carmo;2021/10;0;0;0;0;0;374
Território da Dança;2021/10;0;0;0;0;0;0
Academia champions - colombo;2021/10;0;0;201;201;0;23759
Over Fit Treinamento Funcional;2021/10;0;0;0;0;0;4820
Academia Sinistro Premium;2021/10;0;0;0;0;0;20126
WT ENERGY TREINAMENTOS;2021/10;0;0;1733;1733;0;6390
Crossfit Foz do Iguaçu;2021/10;0;0;0;0;0;5500
Cross Life - Lavras;2021/10;0;0;0;0;0;0
Academia Espaço Mulher Fitness;2021/10;0;0;0;0;0;0
CrossFit Canoas;2021/10;0;0;1516;1317;0;1509
Raiz Cross Training;2021/10;0;0;0;0;0;0
Morumbi Crossfit;2021/10;0;0;0;0;0;0
CrossFit Capim Macio;2021/10;0;0;0;669;0;1440
Flecha Crossfit Catete;2021/10;0;0;0;0;0;0
Healthy Life - Colombo;2021/10;0;0;0;0;0;662
GAIA YOGA;2021/10;0;0;0;0;0;0
CFBA BARRA;2021/10;0;0;0;0;0;0
CrossFit Pelotas;2021/10;0;0;4628;3818;0;0
Academia Corpo e Saúde;2021/10;0;0;0;0;0;2075
AGAPE Escola de Artes;2021/10;0;0;0;0;0;0
Crossfit Black Onyx;2021/10;0;0;135;135;0;0
Cross Fênix;2021/10;0;0;0;0;0;0
Futebol Fitness;2021/10;0;0;0;0;0;6648
CROSSPERFIL;2021/10;0;0;0;0;0;350
Yellow House CrossFit;2021/10;0;0;320;320;0;0
Box Fit Nutrition;2021/10;0;0;0;0;0;0
44 Funcional;2021/10;0;0;0;0;0;0
CrossFit Sete Lagoas;2021/10;0;0;408;0;0;0
15 PHD SPORTS - ALTO BOQUEIRÃO 7024;2021/10;0;0;6;6;0;0
Orbe Fitness;2021/10;0;0;144;144;0;0
Personal Angela Delfino;2021/10;0;0;0;0;0;0
Espaço Saúde e Movimento;2021/10;0;0;240;240;0;0
CrossFit F6;2021/10;0;0;0;0;0;9891
CK CrossFit;2021/10;0;0;0;0;0;1112
The One Box;2021/10;0;0;0;0;0;117
Pole Dance Alphaville;2021/10;0;0;0;0;0;0
4Body Studio EMS;2021/10;0;0;0;0;0;0
CrossFit Target;2021/10;0;0;1056;1056;0;0
Bonsai Jyuku Alphaville;2021/10;0;0;0;0;0;0
Vinicius Mandelli Personal Trainer;2021/10;0;0;0;0;0;0
CrossFit K+;2021/10;0;0;0;0;0;0
Treinamento Funcional;2021/10;0;0;0;0;0;0
Body Club;2021/10;0;0;0;0;0;25867
Body Wise treianemento Físico Ltda;2021/10;0;0;0;0;0;9025
Black House II;2021/10;0;0;0;0;0;0
Studio XIX;2021/10;0;0;0;0;0;0
Arena X-treme;2021/10;0;0;0;;;16118
Crossfit Rothan;2021/10;0;0;1633;1633;0;0
Studio Classique;2021/10;0;0;0;0;0;529
AGC Consultoria e Treinamento;2021/10;0;0;162;0;162;0
Estúdio BR;2021/10;0;0;0;0;0;3687
Diversity Studio;2021/10;0;0;0;0;0;0
Outbox Treinamento Funcional;2021/10;0;0;0;0;0;0
JM CrossFit;2021/10;0;0;0;0;0;420
Academia Leinho TaekWonDo;2021/10;0;0;0;0;0;0
RM Eventos Esportivos;2021/10;0;0;0;0;0;0
Arena Cross 316;2021/10;0;0;0;0;0;0
Botanico Training;2021/10;0;0;0;0;0;1119
CF Todero;2021/10;0;0;0;0;0;0
Wings;2021/10;0;0;0;0;0;0
CrossFit São João da Boa Vista;2021/10;0;0;0;0;0;0
Soul Pilates;2021/10;0;0;0;0;0;0
Cross Nutrition Box - Santos;2021/10;0;0;0;0;95;0
Kanaloa Va'a Lagoa;2021/10;0;0;0;0;0;0
Cross Toledo;2021/10;0;0;705;705;0;8115
The House Training;2021/10;0;0;0;0;0;0
Gênesis MultSports;2021/10;0;0;0;0;0;950
Extreme Cross Training;2021/10;0;0;0;0;0;0
Espaço Respire;2021/10;0;0;0;0;0;0
Crossfit Caserna;2021/10;0;0;2121;1901;0;0
Estúdio CLAZ;2021/10;0;0;0;0;0;0
Spartans Cross Training;2021/10;0;0;0;0;0;0
Personal Studio;2021/10;0;0;0;0;0;0
BEFIRST BOX;2021/10;0;0;419;419;0;1000
Alteza Cross Training;2021/10;0;0;0;0;0;0
Academia Caverna;2021/10;0;0;0;0;0;0
BioStudio Pilates e Treinamento Funcional;2021/10;0;0;0;0;0;0
FELIPE SEABRA;2021/10;0;0;0;0;0;8164
Koutí Crossfit;2021/10;0;0;0;0;0;0
Skill Cross Training;2021/10;0;0;0;0;0;0
La Vie Studio;2021/10;0;0;0;0;0;3937
Cross Iron;2021/10;0;0;0;0;0;1453
Butterfly Pole Dance;2021/10;0;0;0;0;0;800
Venus Pole Dance Studio;2021/10;0;0;0;0;0;0
CrossFit Ilha;2021/10;0;0;4837;4053;387;0
Hub Assessoria esportiva;2021/10;0;0;0;0;0;3916
Jardim Aéreo;2021/10;0;0;328;328;0;4067
Dynamus TFF;2021/10;0;0;2649;1504;0;0
Funcional Fighters - Cascavel - Unidade I;2021/10;0;0;0;0;0;67044
O2 SAUDE;2021/10;0;0;0;0;0;0
Crossfit Redentor;2021/10;0;0;2418;2418;0;0
Muscle Factory Academia;2021/10;0;0;0;0;0;0
Império Combat;2021/10;0;0;0;0;0;50
STUDIO JSPERSONAL;2021/10;0;0;0;0;0;0
Galpão Arte em Movimento;2021/10;0;0;0;0;0;2825
ACADEMIA JUAN JIMENEZ;2021/10;0;0;0;0;0;4380
Academia elite;2021/10;0;0;0;0;0;0
4LIFES - ARAGUAÍNA;2021/10;0;0;0;0;0;0
20 PHD SPORTS - CENTRO - SÃO JOSÉ DOS PINHAIS 7494;2021/10;0;0;0;0;0;0
INSIDER BOX ZULMIRA;2021/10;0;0;0;0;0;300
Recovery Crossteam;2021/10;0;0;0;0;0;8000
Just Fitness;2021/10;0;0;82;0;82;0
Nam Pai Kung Fu.;2021/10;0;0;0;0;0;0
Fit4You - Saúde Estética e Performance;2021/10;0;0;257;257;0;0
Academia Movimento fitness;2021/10;0;0;732;732;0;0
Dannilo Garcia;2021/10;0;0;0;0;0;0
CrossFit Ponta Grossa;2021/10;0;0;0;0;0;0
CROSSFIT BOM DESPACHO;2021/10;0;0;0;0;0;0
Academia KLX Fight & Fitness;2021/10;0;0;0;0;0;0
CrossTraining São Miguel Arcanjo;2021/10;0;0;0;0;0;1400
KONG FIT;2021/10;0;0;0;0;0;0
CROSSFIT JARDIM ATLANTICO LTDA;2021/10;0;0;0;0;0;0
Atytude Esportes Copacabana;2021/10;0;0;497;0;497;0
CT RAFAEL GUERRA;2021/10;0;0;0;0;0;2000
Studio Personal Alexandra Malta;2021/10;0;0;0;0;0;0
Academia Versátil - Almirante Tamandaré;2021/10;0;0;0;0;0;0
ACADEMIA EVER FIT;2021/10;0;0;865;865;0;0
Crossfit Pontal;2021/10;0;0;0;0;0;17079
Ready Personal Trainers;2021/10;0;0;0;0;0;14745
CrossFit Beco;2021/10;0;0;0;0;0;0
Aoi CrossFit;2021/10;0;0;0;0;0;0
PREMIER PERSONAL STUDIO;2021/10;0;0;0;0;0;0
CENTRO DE TREINAMENTO;2021/10;0;0;0;0;0;0
Fly funcional Studio;2021/10;0;0;2173;1778;116;1833
Vikings Cross;2021/10;0;0;0;0;0;0
CrossFit New Age;2021/10;0;0;160;160;0;468
CrossFit JPA;2021/10;0;0;0;0;0;0
7630;2021/10;0;0;0;;;
RB Funcional Studio de Treinamento;2021/10;0;0;0;0;0;0
