"CO_ISIC_CLASSE";"NO_ISIC_CLASSE";"NO_ISIC_CLASSE_ING";"NO_ISIC_CLASSE_ESP";"CO_ISIC_GRUPO";"NO_ISIC_GRUPO";"NO_ISIC_GRUPO_ING";"NO_ISIC_GRUPO_ESP";"CO_ISIC_DIVISAO";"NO_ISIC_DIVISAO";"NO_ISIC_DIVISAO_ING";"NO_ISIC_DIVISAO_ESP";"CO_ISIC_SECAO";"NO_ISIC_SECAO";"NO_ISIC_SECAO_ING";"NO_ISIC_SECAO_ESP" 
"4759";"Comércio varejista de electrodomésticos, mobiliário, material de iluminação e outros artigos de uso doméstico, em estabelecimentos especializados";"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores";"Comércio varejista de electrodomésticos, mobiliário, material de iluminação e outros artigos de uso doméstico, em estabelecimentos especializados";"475";"Comércio varejista de outro equipamento doméstico, em estabelecimentos especializados";"Retail sale of other household equipment in specialized stores";"Comércio varejista de outro equipamento doméstico, em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4753";"Comércio varejista de tapetes, tapetes e revestimento de paredes e pavimentos em estabelecimentos especializados";"Retail sale of carpets, rugs, wall and floor coverings in specialized stores";"Comércio varejista de tapetes, tapetes e revestimento de paredes e pavimentos em estabelecimentos especializados";"475";"Comércio varejista de outro equipamento doméstico, em estabelecimentos especializados";"Retail sale of other household equipment in specialized stores";"Comércio varejista de outro equipamento doméstico, em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4752";"Comércio varejista de ferragens, tintas e vidros, em estabelecimentos especializados";"Retail sale of hardware, paints and glass in specialized stores";"Comércio varejista de ferragens, tintas e vidros, em estabelecimentos especializados";"475";"Comércio varejista de outro equipamento doméstico, em estabelecimentos especializados";"Retail sale of other household equipment in specialized stores";"Comércio varejista de outro equipamento doméstico, em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4751";"Comércio varejista de têxteis em estabelecimentos especializados";"Retail sale of textiles in specialized stores";"Comércio varejista de têxteis em estabelecimentos especializados";"475";"Comércio varejista de outro equipamento doméstico, em estabelecimentos especializados";"Retail sale of other household equipment in specialized stores";"Comércio varejista de outro equipamento doméstico, em estabelecimentos especializados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4799";"Outros comércios varejistas.";"Other retail sale not in stores, stalls or markets";"Outros comércios varejistas.";"479";"Comércio varejista não em lojas, bancas ou mercados";"Retail trade not in stores, stalls or markets";"Comércio varejista não em lojas, bancas ou mercados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"4791";"Comércio varejista via casas de encomendas por correio ou via Internet";"Retail sale via mail order houses or via Internet";"Comércio varejista via casas de encomendas por correio ou via Internet";"479";"Comércio varejista não em lojas, bancas ou mercados";"Retail trade not in stores, stalls or markets";"Comércio varejista não em lojas, bancas ou mercados";"47";"Comércio varejista, exceto de veículos automóveis e motociclos";"Retail trade, except of motor vehicles and motorcycles";"Comércio varejista, exceto de veículos automóveis e motociclos";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6209";"Outra tecnologia da informação e atividades de serviços de informática";"Other information technology and computer service activities";"Outra tecnologia da informação e atividades de serviços de informática";"620";"Programação de computadores, consultoria e atividades relacionadas";"Computer programming, consultancy and related activities";"Programação de computadores, consultoria e atividades relacionadas";"62";"Programação de computadores, consultoria e atividades relacionadas";"Computer programming, consultancy and related activities";"Programação de computadores, consultoria e atividades relacionadas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6202";"Consultoria informática e gestão de instalações de computadores";"Computer consultancy and computer facilities management activities";"Consultoria informática e gestão de instalações de computadores";"620";"Programação de computadores, consultoria e atividades relacionadas";"Computer programming, consultancy and related activities";"Programação de computadores, consultoria e atividades relacionadas";"62";"Programação de computadores, consultoria e atividades relacionadas";"Computer programming, consultancy and related activities";"Programação de computadores, consultoria e atividades relacionadas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"6201";"Atividades de programação de computadores";"Computer programming activities";"Atividades de programação de computadores";"620";"Programação de computadores, consultoria e atividades relacionadas";"Computer programming, consultancy and related activities";"Programação de computadores, consultoria e atividades relacionadas";"62";"Programação de computadores, consultoria e atividades relacionadas";"Computer programming, consultancy and related activities";"Programação de computadores, consultoria e atividades relacionadas";"D";"Outros Produtos";"Other products";"Outros Produtos"
"2910";"Fabricação de veículos automotores";"Manufacture of motor vehicles";"Fabricação de veículos automotores";"291";"Fabricação de veículos automotores";"Manufacture of motor vehicles";"Fabricação de veículos automotores";"29";"Fabricação de veículos automóveis, reboques e semi-reboques";"Manufacture of motor vehicles, trailers and semi-trailers";"Fabricação de veículos automóveis, reboques e semi-reboques";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1812";"Atividades de serviço relacionadas à impressão";"Service activities related to printing";"Atividades de serviço relacionadas à impressão";"181";"Impressão e serviços relacionados com impressão";"Printing and service activities related to printing";"Impressão e serviços relacionados com impressão";"18";"Impressão e reprodução de mídia gravada";"Printing and reproduction of recorded media";"Impressão e reprodução de mídia gravada";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1811";"Impressão";"Printing";"Impressão";"181";"Impressão e serviços relacionados com impressão";"Printing and service activities related to printing";"Impressão e serviços relacionados com impressão";"18";"Impressão e reprodução de mídia gravada";"Printing and reproduction of recorded media";"Impressão e reprodução de mídia gravada";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
"1910";"Fabricação de produtos de forno de coque";"Manufacture of coke oven products";"Fabricação de produtos de forno de coque";"191";"Coquerias";"Manufacture of coke oven products";"Coquerias";"19";"Fabricação de coque e produtos petrolíferos refinados";"Manufacture of coke and refined petroleum products";"Fabricação de coque e produtos petrolíferos refinados";"C";"Indústria de Transformação";"Manufacturing";"Indústria de Transformação"
